ADM0_CODE,Animal_short,mmspasture,mmsdaily,mmssolid,mmssolidcov,mmssolidbulk,mmssolidadd,mmsdrylot,mmspit1,mmspit3,mmspit4,mmspit6,mmspit12,mmsliquid1,mmsliquid3,mmsliquid4,mmsliquid6,mmsliquid12,mmsliquidnatcov1,mmsliquidnatcov3,mmsliquidnatcov4,mmsliquidnatcov6,mmsliquidnatcov12,mmsliquidsolcov1,mmsliquidsolcov3,mmsliquidsolcov4,mmsliquidsolcov6,mmsliquidsolcov12,mmslagoon,mmsbiogaslowleak1,mmsbiogaslowleak2,mmsbiogaslowleak3,mmsbiogashighleak1,mmsbiogashighleak2,mmsbiogashighleak3,mmsburned,mmsdeepnomix2,mmsdeepnomix1,mmsdeepmix2,mmsdeepmix1,mmscompostves,mmscompoststat,mmscompostint,mmscompostpass,mmslitter,mmsnolitter,mmsareobic,mmsaerproc,ipcc_method
88,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
89,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
89,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
89,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
90,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
90,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
90,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
92,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
92,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
92,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
93,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
93,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
93,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
94,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
94,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
94,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
95,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
95,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
95,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
96,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
96,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
96,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
97,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
97,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
97,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
98,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
98,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
98,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
99,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
99,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
99,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
100,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
100,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
100,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
101,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
101,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
101,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
102,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
102,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
102,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
103,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
103,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
103,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
104,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
104,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
104,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
105,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
105,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
105,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
106,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
106,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
106,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
107,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
107,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
107,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
108,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
108,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
108,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
109,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
109,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
109,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
110,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
110,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
110,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
111,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
111,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
111,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
113,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
113,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
113,CML,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
114,SHP,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
114,GTS,0.003,0,0.01,0.01,0.005,0.005,0.02,0.002,0.002,0.002,0.002,0.002,0,0,0,0,0,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0,6e-04,6e-04,6e-04,6e-04,6e-04,6e-04,0,0.01,0.01,0.07,0.07,0.006,0.01,0.005,0.005,0.001,0.001,0.01,0.005,2019
