Animal_short,fracgaspasture,fracgasdaily,fracgassolid,fracgassolidcov,fracgassolidbulk,fracgassolidadd,fracgasdrylot,fracgaspit1,fracgaspit3,fracgaspit4,fracgaspit6,fracgaspit12,fracgasliquid1,fracgasliquid3,fracgasliquid4,fracgasliquid6,fracgasliquid12,fracgasliquidnatcov1,fracgasliquidnatcov3,fracgasliquidnatcov4,fracgasliquidnatcov6,fracgasliquidnatcov12,fracgasliquidsolcov1,fracgasliquidsolcov3,fracgasliquidsolcov4,fracgasliquidsolcov6,fracgasliquidsolcov12,fracgaslagoon,fracgasbiogaslowleak1,fracgasbiogaslowleak2,fracgasbiogaslowleak3,fracgasbiogashighleak1,fracgasbiogashighleak2,fracgasbiogashighleak3,fracgasburned,fracgasdeepnomix2,fracgasdeepnomix1,fracgasdeepmix2,fracgasdeepmix1,fracgascompostves,fracgascompoststat,fracgascompostint,fracgascompostpass,fracgaslitter,fracgasnolitter,fracgasareobic,fracgasaerproc,HerdType_short,ADM0_CODE
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,239
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,239
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,239
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,240
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,240
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,240
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,240
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,240
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,240
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,240
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,240
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,241
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,241
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,241
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,241
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,241
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,241
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,241
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,241
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,242
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,242
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,242
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,242
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,242
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,242
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,242
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,242
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,243
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,243
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,243
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,243
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,243
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,243
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,243
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,243
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,244
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,244
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,244
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,244
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,244
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,244
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,244
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,244
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,245
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,245
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,245
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,245
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,245
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,245
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,245
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,245
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,246
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,246
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,246
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,246
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,246
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,246
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,246
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,246
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,247
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,247
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,247
CTL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,247
BFL,0.21,0.07,0.45,0.22,0.58,0.17,0.3,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,247
GTS,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,247
SHP,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,247
CML,0.21,0.07,0.12,0.05,0.15,0.04,0.3,0.25,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,0.09,0.09,0.09,0.09,0.09,0.03,0.03,0.03,0.03,0.03,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.18,0.2,0.2,0.18,0,0,0.27,0.27,,247
PGS,0.21,0.07,0.45,0.22,0.58,0.17,0.45,0.25,0.25,0.25,0.25,0.25,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.4,0.4,0.4,0.4,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,248
CTL,0.21,0.07,0.3,0.14,0.38,0.11,0.3,0.28,0.28,0.28,0.28,0.28,0.48,0.48,0.48,0.48,0.48,0.3,0.3,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.35,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.25,0.25,0.25,0.25,0.45,0.5,0.5,0.45,0,0,0.85,0.85,DRY,248
CHK,0.21,0.07,0.4,0.2,0.54,0.16,0,0.28,0.28,0.28,0.28,0.28,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.4,0.05,0.075,0.1125,0.16875,0.253125,0.3796875,0,0.3,0.3,0.3,0.3,0.6,0.65,0.65,0.6,0,0,0.85,0.85,,248
